t,z0,z1,z2,z3
4.45,0.04519890873805242,0.01989516655849011,0.003794795319029148,0.003230967891442316
4.46,0.061220391607310666,0.018050664234922947,-0.013849726832770701,-0.010395969171121303
4.47,0.07598446484864052,0.02546504551827025,-0.018074818335409627,-0.005308995562476913
4.48,0.07680576384732277,0.037744810408728034,-0.009592471447027077,0.010368582567269774
4.49,0.06995386907165316,0.03872501406438115,-0.018938522197223945,0.003729849580680798
4.5,0.07376288270014932,0.03353532099668212,-0.0331847839274582,-0.010058307335162307
4.51,0.07742581223234998,0.029968572309310385,-0.026075129207900477,-0.0070510904426982005
4.5200000000000005,0.06354506742886007,0.023111133038741512,-0.01386049953538393,-0.0022971998434010645
4.53,0.049143258849332835,0.016988699861867962,-0.009698661569591732,-0.002587515145304986
4.54,0.048216370072477754,0.02068204738023643,0.002178451480321111,0.005085400262732999
4.55,0.043815023665942206,0.02694732146181702,0.02009473691859418,0.012177160366991704
4.5600000000000005,0.03150946465652268,0.023726218307339224,0.027994211928016332,0.009500901833161783
4.57,0.02771859054953208,0.011766259437862412,0.030788017041873814,0.011528737593545727
4.58,0.03096498603608607,0.000523191090720142,0.03893046826404366,0.01901869002912293
4.59,0.030375641812718398,-0.0011236987784846678,0.052722174320231546,0.018778325562000882
4.6000000000000005,0.030954031112376598,0.005289117207417449,0.06962066189716908,0.020108914042212146
4.61,0.036228564833175506,0.007827640077337815,0.07847642832430418,0.03229860045041093
4.62,0.03890649056596939,0.0034616625941305454,0.07289745501433374,0.03985532349756522
4.63,0.038799529797026035,0.0015278718328322711,0.07033368704764154,0.03603416117761371
4.64,0.04171536339714885,0.0027633627192559934,0.07732704422328732,0.03176750055818119
4.65,0.0479173785035467,-0.0003070648538426802,0.07234429679599617,0.02711312938939639
4.66,0.055460573544757905,-0.004905045097154145,0.05469705205349125,0.019159245239654468
4.67,0.061350092116798274,-0.003330931739779439,0.047674354319845215,0.01763658301662577
4.68,0.05972189738845097,0.0017513763143262348,0.04756883481960896,0.024451572659878015
4.69,0.049066189630476625,0.0017680528858968624,0.03761145312445782,0.02680505066949463
4.7,0.03523272693814634,-0.005149643241549063,0.027981756633390416,0.018331222720470847
4.71,0.025792517604439184,-0.010546005585108207,0.029404779817752854,0.005382940479299836
4.72,0.02483735247341662,-0.006595761127315923,0.031171804611581443,-0.00176157058165071
4.73,0.028180943702163026,-0.0006168532221320128,0.029933912356382916,0.001756094638206446
4.74,0.026906340289140206,-0.003966608646748777,0.033405413412056474,0.0076719805802816085
4.75,0.02064301371753002,-0.010326774199160477,0.03821882113410156,0.005985326570099766
4.76,0.0176248552510945,-0.009921857961348975,0.03877894313048679,0.001749071296089321
4.7700000000000005,0.020671741106092847,-0.01134216278390138,0.039717507914138424,0.0022825392598737706
4.78,0.023746319553273405,-0.021566088273700986,0.04455126249335919,0.001929572629418911
4.79,0.02027726496344938,-0.02849267633171908,0.05162246894246392,-0.0030266686024726878
4.8,0.01127942113814862,-0.023833546797969004,0.05896428908488333,-0.005017688969866378
4.8100000000000005,0.006769720354192636,-0.014836086744991931,0.06177290298478183,-0.0006618424764699793
4.82,0.011613517486273062,-0.008218118656172793,0.05527523765501587,0.002771956141813024
4.83,0.01394460412576725,-0.007401055579409972,0.042045240474690326,-0.0011617206445354716
4.84,0.00517787098208597,-0.01357915333725997,0.029566997828095562,-0.008768115869121237
4.8500000000000005,-0.001086551943635722,-0.015505888342116525,0.024285576761669796,-0.009681671903150672
4.86,0.007236159371162505,-0.002845821428520741,0.026571717942382455,-0.0028977616324870397
4.87,0.01819362312766032,0.010709109695255096,0.028465046305781685,-0.0010525784614891702
4.88,0.017972195025508717,0.006735833857248684,0.023925288548802336,-0.007716051573056851
4.89,0.011543362509854911,-0.007957128147699907,0.01829152459963898,-0.010827257316558737
4.9,0.005892467978970757,-0.015713308018009686,0.018639594017850623,-0.00950643906734553
4.91,-0.002925076645659711,-0.014133800412217649,0.02271296119898702,-0.015804339254971978
4.92,-0.015418959293068241,-0.011504674836107126,0.023018552072604816,-0.02640004617273526
4.93,-0.022010668004371257,-0.012657273627623533,0.015971163200167227,-0.027360811434197867
4.94,-0.01810281419200219,-0.016776479079241652,0.007784259621030088,-0.01928880747556723
4.95,-0.0102804589610167,-0.019996356745338915,0.008447199112843872,-0.011039911961516978
4.96,-0.003780023645853216,-0.01892194932308695,0.014106264530534412,-0.006826662388394289
4.97,0.001966010929772756,-0.013456040366043061,0.010535418664425509,-0.009990700225429219
4.98,0.004819411081085357,-0.0061700713537342295,0.0004714204627170171,-0.016133402737956527
4.99,0.002428524439368471,-0.0010214584559200097,0.001510463001920765,-0.010729380457526489
5.0,0.0031018308391424377,-0.0031119724287113045,0.013639511422847424,0.005367729486001329
5.01,0.025405197242193634,-0.025405205707888567,0.019548147752166713,0.011142251191034276
5.02,0.04215975751299888,-0.04215975751056844,0.01483198307401543,-0.0005436326555932033
5.03,0.04998671932959374,-0.049986719329589445,0.008701482269625048,-0.013305813671306614
5.04,0.047240515332696284,-0.047240515332696284,0.0022108206973749677,-0.015606660383417717
5.05,0.03452467974114352,-0.034524679741143496,-0.009200975573845123,-0.012489655847737494
5.06,0.014563672579563558,-0.014563672579563583,-0.020055410950331462,-0.011556842220532952
5.07,-0.008376775497034885,0.008376775497034873,-0.0211120931085203,-0.014549110783699457
5.08,-0.029397088897472473,0.02939708889747249,-0.014162865427190719,-0.018772088968328368
5.09,-0.04400617519567756,0.04400617519567756,-0.006859837689266232,-0.02008438106136343
5.1,-0.04907683045436101,0.049076830454361016,-0.0008091973526941163,-0.016622238476759782
5.11,-0.0435110151298287,0.04351101512982871,0.004041319953444554,-0.00980850030547105
5.12,-0.028473417291730058,0.02847341729173006,0.004115166204630831,-0.00308979082574342
5.13,-0.007143726120410011,0.007143726120409978,0.0007315406279336129,-0.00010640044260535613
5.14,0.01595984198777504,-0.015959841987775093,0.0147387064026573,-0.014738322310174228
5.15,0.03594169890409095,-0.03594169890409097,0.034714257235178125,-0.03471425714775784
5.16,0.048570344096929764,-0.048570344096929764,0.04734290118081449,-0.04734290118096753
5.17,0.051178579104598554,-0.05117857910459855,0.049951135937356686,-0.049951135937356755
5.18,0.043230876216861905,-0.04323087621686189,0.04200343331982446,-0.04200343331982446
5.19,0.026437332468331572,-0.026437332468331565,0.025209889386645302,-0.025209889386645302
5.2,0.004389861101776233,-0.0043898611017762264,0.0031624180936948598,-0.003162418093694889
5.21,-0.018201933573072714,0.01820193357307272,-0.01942937658023478,0.019429376580234796
5.22,-0.036512655583002915,0.03651265558300292,-0.03774009860756444,0.03774009860756443
5.23,-0.04662762295702983,0.046627622957029845,-0.04785506601343329,0.047855066013433284
5.24,-0.04637570772194894,0.04637570772194896,-0.04760315063479753,0.04760315063479753
5.25,-0.03579113959754815,0.03579113959754817,-0.03701858269767955,0.037018582697679575
